STATION;VALID_FROM;VALID_TO;ISSUE_ID;ISSUE_RELEVANCY;ISSUE DESCRIPTION;TESTED;TESTER;INPUT1;INPUT2;STATUS;COMMENTS
GU.RNCA..HHE;2022-06-09;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 379.58 s, table: 60.00 s
GU.RNCA..HHN;2022-06-09;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 379.58 s, table: 60.00 s
GU.RNCA..HHZ;2022-06-09;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 379.58 s, table: 60.00 s
GU.RORO..BHE;2022-08-04;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 40.52 s, table: 100.00 s
GU.RORO..BHN;2022-08-04;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 40.52 s, table: 100.00 s
GU.RORO..BHZ;2022-08-04;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 40.52 s, table: 100.00 s
GU.RORO..HHE;2022-08-04;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 40.52 s, table: 100.00 s
GU.RORO..HHN;2022-08-04;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 40.52 s, table: 100.00 s
GU.RORO..HHZ;2022-08-04;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 40.52 s, table: 100.00 s
GU.RORO..LHE;2022-08-04;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 40.52 s, table: 100.00 s
GU.RORO..LHN;2022-08-04;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 40.52 s, table: 100.00 s
GU.RORO..LHZ;2022-08-04;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 40.52 s, table: 100.00 s
GU.RORO..VHE;2022-08-04;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 100.00 s
GU.RORO..VHN;2022-08-04;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 100.00 s
GU.RORO..VHZ;2022-08-04;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 100.00 s
GU.ROTM..VHE;2011-02-12;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
GU.ROTM..VHN;2011-02-12;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
GU.ROTM..VHZ;2011-02-12;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
GU.RRL..VHE;2010-02-16;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
GU.RRL..VHN;2010-02-16;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
GU.RRL..VHZ;2010-02-16;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
GU.RSP..VHE;2006-05-17;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
GU.RSP..VHN;2006-05-17;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
GU.RSP..VHZ;2006-05-17;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
GU.SATI..VHE;2009-11-26;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
GU.SATI..VHN;2009-11-26;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
GU.SATI..VHZ;2009-11-26;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
GU.TRAV..VHE;2007-04-18;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
GU.TRAV..VHN;2007-04-18;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
GU.TRAV..VHZ;2007-04-18;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 46.53 s, table: 40.00 s
HA.ACOR..HHE;2009-02-17;2009-08-05;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 4.97 s)
HA.ACOR..HHN;2009-02-17;2009-08-05;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 4.97 s)
HA.ACOR..HHZ;2009-02-17;2009-08-05;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 4.97 s)
HA.AMPE..HHE;2021-08-03;2021-09-02;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.04 s)
HA.AMPE..HHN;2021-08-03;2021-09-02;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.04 s)
HA.AMPE..HHZ;2021-08-03;2021-09-02;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.04 s)
HA.AMPE..HHE;2021-09-02;;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.04 s)
HA.AMPE..HHN;2021-09-02;;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.04 s)
HA.AMPE..HHZ;2021-09-02;;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.04 s)
HA.ATHR..HHE;2022-04-14;;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 4.64 s)
HA.ATHR..HHN;2022-04-14;;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 4.64 s)
HA.ATHR..HHZ;2022-04-14;;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 4.64 s)
HA.ATHU..HHE;2023-03-06;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 67.30 s, table: 60.00 s
HA.ATHU..HHN;2023-03-06;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 67.30 s, table: 60.00 s
HA.ATHU..HHZ;2023-03-06;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 67.30 s, table: 60.00 s
HA.HAVD..HHE;2022-04-13;;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 4.64 s)
HA.HAVD..HHN;2022-04-13;;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 4.64 s)
HA.HAVD..HHZ;2022-04-13;;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 4.64 s)
HA.MDRA..HHE;2021-07-09;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 62.81 s, table: 30.00 s
HA.MDRA..HHN;2021-07-09;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 62.81 s, table: 30.00 s
HA.MDRA..HHZ;2021-07-09;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 62.81 s, table: 30.00 s
HA.MRKA..HHE;2014-11-19;2020-09-23;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.04 s)
HA.MRKA..HHN;2014-11-19;2020-09-23;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.04 s)
HA.MRKA..HHZ;2014-11-19;2020-09-23;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.04 s)
HA.MRTH..HHE;2020-09-08;;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 4.64 s)
HA.MRTH..HHN;2020-09-08;;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 4.64 s)
HA.MRTH..HHZ;2020-09-08;;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 4.64 s)
HA.SNT1..HHE;2012-09-21;2014-04-26;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.04 s)
HA.SNT1..HHN;2012-09-21;2014-04-26;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.04 s)
HA.SNT1..HHZ;2012-09-21;2014-04-26;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.04 s)
HA.SNT5..HHE;2014-04-29;2021-06-29;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.04 s)
HA.SNT5..HHN;2014-04-29;2021-06-29;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.04 s)
HA.SNT5..HHZ;2014-04-29;2021-06-29;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.04 s)
HA.SNT5..HHE;2021-06-29;;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.04 s)
HA.SNT5..HHN;2021-06-29;;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.04 s)
HA.SNT5..HHZ;2021-06-29;;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.04 s)
HA.STFN..HHE;2019-07-20;;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.04 s)
HA.STFN..HHN;2019-07-20;;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.04 s)
HA.STFN..HHZ;2019-07-20;;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.04 s)
HA.THIV..HHE;2021-08-03;2022-09-20;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.04 s)
HA.THIV..HHN;2021-08-03;2022-09-20;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.04 s)
HA.THIV..HHZ;2021-08-03;2022-09-20;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.04 s)
HC.KNDR..HHE;2013-11-28;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 60.00 s
HC.KNDR..HHN;2013-11-28;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 60.00 s
HC.KNDR..HHZ;2013-11-28;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 60.00 s
HC.RODP..HHE;2014-10-17;2020-10-30;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.04 s)
HC.RODP..HHN;2014-10-17;2020-10-30;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.04 s)
HC.RODP..HHZ;2014-10-17;2020-10-30;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.04 s)
HC.TEFL..HHE;2022-07-13;;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 4.64 s)
HC.TEFL..HHN;2022-07-13;;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 4.64 s)
HC.TEFL..HHZ;2022-07-13;;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 4.64 s)
HL.DION..HHE;2011-12-22;2022-05-22;4;5;metadata response failure;240523;LV:lv_codes;META::240521;;found:240523;'NoneType' object has no attribute 'value'
HL.DION..HHN;2011-12-22;2022-05-22;4;5;metadata response failure;240523;LV:lv_codes;META::240521;;found:240523;'NoneType' object has no attribute 'value'
HL.DION..HHZ;2011-12-22;2022-05-22;4;5;metadata response failure;240523;LV:lv_codes;META::240521;;found:240523;'NoneType' object has no attribute 'value'
HL.ITM..SHE;2003-10-20;2004-05-27;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band S -> B (sr: 50.0 Hz, corner period: 20.29 s)
HL.ITM..SHN;2003-10-20;2004-05-27;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band S -> B (sr: 50.0 Hz, corner period: 20.29 s)
HL.ITM..SHZ;2003-10-20;2004-05-27;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band S -> B (sr: 50.0 Hz, corner period: 20.29 s)
HL.ITM..SHE;2004-05-27;2010-02-23;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band S -> B (sr: 50.0 Hz, corner period: 20.29 s)
HL.ITM..SHN;2004-05-27;2010-02-23;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band S -> B (sr: 50.0 Hz, corner period: 20.29 s)
HL.ITM..SHZ;2004-05-27;2010-02-23;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band S -> B (sr: 50.0 Hz, corner period: 20.29 s)
HL.KEK..SHE;2003-10-20;2007-07-14;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band S -> B (sr: 50.0 Hz, corner period: 20.29 s)
HL.KEK..SHN;2003-10-20;2007-07-14;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band S -> B (sr: 50.0 Hz, corner period: 20.29 s)
HL.KEK..SHZ;2003-10-20;2007-07-14;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band S -> B (sr: 50.0 Hz, corner period: 20.29 s)
HL.KEK..SHE;2007-07-14;2010-12-07;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band S -> B (sr: 50.0 Hz, corner period: 125.46 s)
HL.KEK..SHN;2007-07-14;2010-12-07;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band S -> B (sr: 50.0 Hz, corner period: 125.46 s)
HL.KEK..SHZ;2007-07-14;2010-12-07;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band S -> B (sr: 50.0 Hz, corner period: 125.46 s)
HL.LKR..HHE;2022-05-06;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 30.00 s
HL.LKR..HHN;2022-05-06;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 30.00 s
HL.LKR..HHZ;2022-05-06;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 30.00 s
HL.LKR..LHE;2022-07-04;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 30.00 s
HL.LKR..LHN;2022-07-04;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 30.00 s
HL.LKR..LHZ;2022-07-04;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 30.00 s
HL.NISR..HHE;2021-01-15;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 49.87 s, table: 30.00 s
HL.NISR..HHE;2021-01-15;;4.04;5;metadata - not conjugated Poles in the PolesZerosResponseStage;240523;LV:lv_codes;META::240521;;found:240523;inventoryP&Z: imag(prod(Poles))!=0  stage1: Poles=[(-0.148597+0.148597j), (0.148597+0.148597j), (-1130.97+0j), (-1005.31+0j), (-502.655+0j)]
HL.NISR..HHN;2021-01-15;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 49.87 s, table: 30.00 s
HL.NISR..HHN;2021-01-15;;4.04;5;metadata - not conjugated Poles in the PolesZerosResponseStage;240523;LV:lv_codes;META::240521;;found:240523;inventoryP&Z: imag(prod(Poles))!=0  stage1: Poles=[(-0.148597+0.148597j), (0.148597+0.148597j), (-1130.97+0j), (-1005.31+0j), (-502.655+0j)]
HL.NISR..HHZ;2021-01-15;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 49.87 s, table: 30.00 s
HL.NISR..HHZ;2021-01-15;;4.04;5;metadata - not conjugated Poles in the PolesZerosResponseStage;240523;LV:lv_codes;META::240521;;found:240523;inventoryP&Z: imag(prod(Poles))!=0  stage1: Poles=[(-0.148597+0.148597j), (0.148597+0.148597j), (-1130.97+0j), (-1005.31+0j), (-502.655+0j)]
HL.NVR..HHE;2020-02-04;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 60.00 s
HL.NVR..HHN;2020-02-04;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 60.00 s
HL.NVR..HHZ;2020-02-04;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 60.00 s
HL.PTL..HHZ;2010-01-01;2010-09-10;4;5;metadata response failure;240523;LV:lv_codes;META::240521;;found:240523;norm_resp: Illegal RESP format
HL.RDO..SHE;2003-10-20;2008-01-30;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band S -> B (sr: 50.0 Hz, corner period: 20.29 s)
HL.RDO..SHN;2003-10-20;2008-01-30;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band S -> B (sr: 50.0 Hz, corner period: 20.29 s)
HL.RDO..SHZ;2003-10-20;2008-01-30;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band S -> B (sr: 50.0 Hz, corner period: 20.29 s)
HL.RDO..SHE;2008-01-30;2010-10-29;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band S -> B (sr: 50.0 Hz, corner period: 61.37 s)
HL.RDO..SHN;2008-01-30;2010-10-29;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band S -> B (sr: 50.0 Hz, corner period: 61.37 s)
HL.RDO..SHZ;2008-01-30;2010-10-29;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band S -> B (sr: 50.0 Hz, corner period: 61.37 s)
HL.RDO..HHE;2021-05-18;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 60.00 s
HL.RDO..HHN;2021-05-18;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 60.00 s
HL.RDO..HHZ;2021-05-18;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 60.00 s
HL.ZKR..SHE;2010-07-18;2011-07-19;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band S -> B (sr: 50.0 Hz, corner period: 122.60 s)
HL.ZKR..SHN;2010-07-18;2011-07-19;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band S -> B (sr: 50.0 Hz, corner period: 122.60 s)
HL.ZKR..SHZ;2010-07-18;2011-07-19;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band S -> B (sr: 50.0 Hz, corner period: 122.60 s)
HP.AXS..HHN;2012-07-04;2018-10-11;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.01 s)
HP.AXS..HHZ;2012-07-04;2018-10-11;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.01 s)
HP.AXS..HHE;2021-12-20;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 40.00 s
HP.AXS..HHN;2021-12-20;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 40.00 s
HP.AXS..HHZ;2021-12-20;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 40.00 s
HP.DSF..HHE;2023-05-31;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 40.00 s
HP.DSF..HHN;2023-05-31;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 40.00 s
HP.DSF..HHZ;2023-05-31;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 40.00 s
HP.UPR..HHE;2007-12-28;2009-05-12;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.01 s)
HP.UPR..HHN;2007-12-28;2009-05-12;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.01 s)
HP.UPR..HHZ;2007-12-28;2009-05-12;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.01 s)
HT.CMBO..HHN;2011-02-02;2013-01-01;4;5;metadata response failure;240523;LV:lv_codes;META::240521;;found:240523;'NoneType' object has no attribute 'value'
HT.DMLN..HHE;2014-09-19;;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.04 s)
HT.DMLN..HHN;2014-09-19;;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.04 s)
HT.DMLN..HHZ;2014-09-19;;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.04 s)
HT.DRAG..HHE;2014-10-03;2015-03-24;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.04 s)
HT.DRAG..HHN;2014-10-03;2015-03-24;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.04 s)
HT.DRAG..HHZ;2014-10-03;2015-03-24;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 1.04 s)
HT.DRAG..HHE;2015-03-24;2016-04-25;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 0.99 s)
HT.DRAG..HHN;2015-03-24;2016-04-25;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> E (sr: 100.0 Hz, corner period: 0.99 s)
